CBSA,NAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,LSAD
42860,"Oconee County, SC",78604,78784,79318,80160,81221,County or equivalent
42900,"Seneca Falls, NY",33816,33516,33414,32586,32349,Micropolitan Statistical Area
42900,"Seneca County, NY",33816,33516,33414,32586,32349,County or equivalent
42940,"Sevierville, TN",98381,98562,99435,98806,99415,Micropolitan Statistical Area
42940,"Sevier County, TN",98381,98562,99435,98806,99415,County or equivalent
42980,"Seymour, IN",46436,46479,46224,46230,46460,Micropolitan Statistical Area
42980,"Jackson County, IN",46436,46479,46224,46230,46460,County or equivalent
43020,"Shawano, WI",45118,45112,45126,45193,45335,Micropolitan Statistical Area
43020,"Menominee County, WI",4251,4257,4297,4206,4226,County or equivalent
43020,"Shawano County, WI",40867,40855,40829,40987,41109,County or equivalent
43060,"Shawnee, OK",72458,72559,73045,73351,73791,Micropolitan Statistical Area
43060,"Pottawatomie County, OK",72458,72559,73045,73351,73791,County or equivalent
43140,"Shelby-Kings Mountain, NC",99526,99817,100341,100653,101378,Micropolitan Statistical Area
43140,"Cleveland County, NC",99526,99817,100341,100653,101378,County or equivalent
43180,"Shelbyville, TN",50237,50385,51184,51964,53055,Micropolitan Statistical Area
43180,"Bedford County, TN",50237,50385,51184,51964,53055,County or equivalent
43220,"Shelton, WA",65723,66034,67246,68171,68389,Micropolitan Statistical Area
43220,"Mason County, WA",65723,66034,67246,68171,68389,County or equivalent
43260,"Sheridan, WY",30917,31000,31653,32035,32519,Micropolitan Statistical Area
43260,"Sheridan County, WY",30917,31000,31653,32035,32519,County or equivalent
43320,"Show Low, AZ",106714,106763,107726,108800,109175,Micropolitan Statistical Area
43320,"Navajo County, AZ",106714,106763,107726,108800,109175,County or equivalent
43380,"Sidney, OH",48229,48146,48023,47684,47765,Micropolitan Statistical Area
43380,"Shelby County, OH",48229,48146,48023,47684,47765,County or equivalent
43460,"Sikeston, MO",50627,50145,49991,49533,49711,Micropolitan Statistical Area
43460,"Mississippi County, MO",12573,12125,12105,11665,11822,County or equivalent
43460,"Scott County, MO",38054,38020,37886,37868,37889,County or equivalent
43500,"Silver City, NM",28191,28205,27893,27693,27472,Micropolitan Statistical Area
43500,"Grant County, NM",28191,28205,27893,27693,27472,County or equivalent
43660,"Snyder, TX",16933,16942,16837,16269,16212,Micropolitan Statistical Area
43660,"Scurry County, TX",16933,16942,16837,16269,16212,County or equivalent
43700,"Somerset, KY",65039,65116,65571,65767,66191,Micropolitan Statistical Area
43700,"Pulaski County, KY",65039,65116,65571,65767,66191,County or equivalent
43740,"Somerset, PA",74143,74019,72989,72629,72197,Micropolitan Statistical Area
43740,"Somerset County, PA",74143,74019,72989,72629,72197,County or equivalent
43760,"Sonora, CA",55624,55379,55131,54587,54204,Micropolitan Statistical Area
43760,"Tuolumne County, CA",55624,55379,55131,54587,54204,County or equivalent
43890,"Sparta, WI",46270,46300,46083,45894,46151,Micropolitan Statistical Area
43890,"Monroe County, WI",46270,46300,46083,45894,46151,County or equivalent
43940,"Spearfish, SD",25771,25844,26162,27240,28053,Micropolitan Statistical Area
43940,"Lawrence County, SD",25771,25844,26162,27240,28053,County or equivalent
43980,"Spencer, IA",16380,16336,16454,16507,16511,Micropolitan Statistical Area
43980,"Clay County, IA",16380,16336,16454,16507,16511,County or equivalent
44020,"Spirit Lake, IA",17703,17767,17868,18048,18056,Micropolitan Statistical Area
44020,"Dickinson County, IA",17703,17767,17868,18048,18056,County or equivalent
44260,"Starkville, MS",61711,61611,61782,61328,61191,Micropolitan Statistical Area
44260,"Oktibbeha County, MS",51787,51709,51812,51384,51203,County or equivalent
44260,"Webster County, MS",9924,9902,9970,9944,9988,County or equivalent
44340,"Statesboro, GA",90419,90714,91368,93697,95081,Micropolitan Statistical Area
44340,"Bulloch County, GA",79646,79922,80671,83038,84327,County or equivalent
44340,"Evans County, GA",10773,10792,10697,10659,10754,County or equivalent
44460,"Steamboat Springs, CO",38120,38101,38223,38277,38391,Micropolitan Statistical Area
44460,"Moffat County, CO",13295,13269,13165,13205,13327,County or equivalent
44460,"Routt County, CO",24825,24832,25058,25072,25064,County or equivalent
44500,"Stephenville, TX",42543,42719,43381,43837,44195,Micropolitan Statistical Area
44500,"Erath County, TX",42543,42719,43381,43837,44195,County or equivalent
44540,"Sterling, CO",21536,21210,21006,20792,20619,Micropolitan Statistical Area
44540,"Logan County, CO",21536,21210,21006,20792,20619,County or equivalent
44580,"Sterling, IL",55694,55565,55302,54555,54498,Micropolitan Statistical Area
44580,"Whiteside County, IL",55694,55565,55302,54555,54498,County or equivalent
44620,"Stevens Point-Plover, WI",70371,70405,69433,70634,71024,Micropolitan Statistical Area
44620,"Portage County, WI",70371,70405,69433,70634,71024,County or equivalent
44660,"Stillwater, OK",81647,81648,82163,82701,83352,Micropolitan Statistical Area
44660,"Payne County, OK",81647,81648,82163,82701,83352,County or equivalent
44740,"Storm Lake, IA",20825,20806,20790,20644,20567,Micropolitan Statistical Area
44740,"Buena Vista County, IA",20825,20806,20790,20644,20567,County or equivalent
44780,"Sturgis, MI",60942,60941,60844,60778,60878,Micropolitan Statistical Area
44780,"St. Joseph County, MI",60942,60941,60844,60778,60878,County or equivalent
44860,"Sulphur Springs, TX",36791,36827,37210,37793,38172,Micropolitan Statistical Area
44860,"Hopkins County, TX",36791,36827,37210,37793,38172,County or equivalent
44900,"Summerville, GA",24970,24925,24844,24962,25222,Micropolitan Statistical Area
44900,"Chattooga County, GA",24970,24925,24844,24962,25222,County or equivalent
44980,"Sunbury, PA",109786,109676,109078,108177,107980,Micropolitan Statistical Area
44980,"Montour County, PA",18145,18131,18089,18054,17860,County or equivalent
44980,"Northumberland County, PA",91641,91545,90989,90123,90120,County or equivalent
45000,"Susanville, CA",32733,32315,31885,30020,28861,Micropolitan Statistical Area
45000,"Lassen County, CA",32733,32315,31885,30020,28861,County or equivalent
45020,"Sweetwater, TX",14734,14721,14605,14460,14306,Micropolitan Statistical Area
45020,"Nolan County, TX",14734,14721,14605,14460,14306,County or equivalent
45140,"Tahlequah, OK",47080,47096,47659,48074,48185,Micropolitan Statistical Area
45140,"Cherokee County, OK",47080,47096,47659,48074,48185,County or equivalent
45180,"Talladega-Sylacauga, AL",92527,91910,91048,91055,91400,Micropolitan Statistical Area
45180,"Coosa County, AL",10378,10335,10314,10307,10268,County or equivalent
45180,"Talladega County, AL",82149,81575,80734,80748,81132,County or equivalent
45340,"Taos, NM",34490,34463,34685,34590,34405,Micropolitan Statistical Area
45340,"Taos County, NM",34490,34463,34685,34590,34405,County or equivalent
45380,"Taylorville, IL",34039,33960,33703,33390,33228,Micropolitan Statistical Area
45380,"Christian County, IL",34039,33960,33703,33390,33228,County or equivalent
45520,"The Dalles, OR",26670,26640,26739,26555,26333,Micropolitan Statistical Area
45520,"Wasco County, OR",26670,26640,26739,26555,26333,County or equivalent
45580,"Thomaston, GA",27700,27745,27689,28093,28263,Micropolitan Statistical Area
45580,"Upson County, GA",27700,27745,27689,28093,28263,County or equivalent
45620,"Thomasville, GA",72027,71999,71668,71545,71715,Micropolitan Statistical Area
45620,"Grady County, GA",26236,26224,25850,25994,26066,County or equivalent
45620,"Thomas County, GA",45791,45775,45818,45551,45649,County or equivalent
45660,"Tiffin, OH",55076,55054,54864,54534,54527,Micropolitan Statistical Area
45660,"Seneca County, OH",55076,55054,54864,54534,54527,County or equivalent
45700,"Tifton, GA",50360,50373,50001,50171,50463,Micropolitan Statistical Area
45700,"Tift County, GA",41357,41387,41082,41335,41554,County or equivalent
45700,"Turner County, GA",9003,8986,8919,8836,8909,County or equivalent
45740,"Toccoa, GA",26779,26818,26765,26746,27228,Micropolitan Statistical Area
45740,"Stephens County, GA",26779,26818,26765,26746,27228,County or equivalent
45860,"Torrington, CT",112465,112202,112953,113277,113463,Micropolitan Statistical Area
45860,"Northwest Hills Planning Region, CT",112465,112202,112953,113277,113463,County or equivalent
45880,"Town of Pecos, TX",14743,14768,12981,11692,11770,Micropolitan Statistical Area
45880,"Reeves County, TX",14743,14768,12981,11692,11770,County or equivalent
45980,"Troy, AL",33002,32900,32746,33008,33137,Micropolitan Statistical Area
45980,"Pike County, AL",33002,32900,32746,33008,33137,County or equivalent
46020,"Truckee-Grass Valley, CA",102237,102265,103517,102401,102037,Micropolitan Statistical Area
46020,"Nevada County, CA",102237,102265,103517,102401,102037,County or equivalent
46100,"Tullahoma-Manchester, TN",64356,64609,65634,66495,67381,Micropolitan Statistical Area
46100,"Coffee County, TN",57888,58139,58983,59779,60633,County or equivalent
46100,"Moore County, TN",6468,6470,6651,6716,6748,County or equivalent
46180,"Tupelo, MS",132219,132159,131855,131686,132027,Micropolitan Statistical Area
46180,"Itawamba County, MS",23862,23865,23885,23971,24093,County or equivalent
46180,"Lee County, MS",83351,83323,83008,82824,82799,County or equivalent
46180,"Prentiss County, MS",25006,24971,24962,24891,25135,County or equivalent
46380,"Ukiah, CA",91590,91367,91321,90007,89108,Micropolitan Statistical Area
46380,"Mendocino County, CA",91590,91367,91321,90007,89108,County or equivalent
46460,"Union City, TN",30793,30775,30459,30374,30411,Micropolitan Statistical Area
46460,"Obion County, TN",30793,30775,30459,30374,30411,County or equivalent
46500,"Urbana, OH",38712,38743,38794,38743,38845,Micropolitan Statistical Area
46500,"Champaign County, OH",38712,38743,38794,38743,38845,County or equivalent
46620,"Uvalde, TX",24575,24571,24803,24890,24960,Micropolitan Statistical Area
46620,"Uvalde County, TX",24575,24571,24803,24890,24960,County or equivalent
46780,"Van Wert, OH",28931,28916,28784,28804,28704,Micropolitan Statistical Area
46780,"Van Wert County, OH",28931,28916,28784,28804,28704,County or equivalent
46820,"Vermillion, SD",14967,15000,15165,15301,15431,Micropolitan Statistical Area
46820,"Clay County, SD",14967,15000,15165,15301,15431,County or equivalent
46860,"Vernal, UT",35612,35672,36229,37104,37747,Micropolitan Statistical Area
46860,"Uintah County, UT",35612,35672,36229,37104,37747,County or equivalent
46900,"Vernon, TX",12888,12842,12703,12535,12522,Micropolitan Statistical Area
46900,"Wilbarger County, TX",12888,12842,12703,12535,12522,County or equivalent
46980,"Vicksburg, MS",44715,44544,43430,42635,42298,Micropolitan Statistical Area
46980,"Warren County, MS",44715,44544,43430,42635,42298,County or equivalent
47080,"Vidalia, GA",35636,35654,35493,35456,35801,Micropolitan Statistical Area
47080,"Montgomery County, GA",8610,8576,8646,8643,8761,County or equivalent
47080,"Toombs County, GA",27026,27078,26847,26813,27040,County or equivalent
47180,"Vincennes, IN",36289,36256,35976,35876,36070,Micropolitan Statistical Area
47180,"Knox County, IN",36289,36256,35976,35876,36070,County or equivalent
47240,"Vineyard Haven, MA",20605,20593,21127,20962,20819,Micropolitan Statistical Area
47240,"Dukes County, MA",20605,20593,21127,20962,20819,County or equivalent
47340,"Wabash, IN",30981,30934,30893,30842,30670,Micropolitan Statistical Area
47340,"Wabash County, IN",30981,30934,30893,30842,30670,County or equivalent
47420,"Wahpeton, ND-MN",23041,23013,22968,22932,22864,Micropolitan Statistical Area
47420,"Wilkin County, MN",6508,6479,6411,6358,6306,County or equivalent
47420,"Richland County, ND",16533,16534,16557,16574,16558,County or equivalent
47540,"Wapakoneta, OH",46427,46472,46255,45946,46050,Micropolitan Statistical Area
47540,"Auglaize County, OH",46427,46472,46255,45946,46050,County or equivalent
47620,"Warren, PA",38585,38511,38161,37818,37572,Micropolitan Statistical Area
47620,"Warren County, PA",38585,38511,38161,37818,37572,County or equivalent
47660,"Warrensburg, MO",54010,54031,54194,54449,54962,Micropolitan Statistical Area
47660,"Johnson County, MO",54010,54031,54194,54449,54962,County or equivalent
47700,"Warsaw, IN",80233,80141,80237,80564,80364,Micropolitan Statistical Area
47700,"Kosciusko County, IN",80233,80141,80237,80564,80364,County or equivalent
47780,"Washington, IN",33380,33357,33396,33496,33656,Micropolitan Statistical Area
47780,"Daviess County, IN",33380,33357,33396,33496,33656,County or equivalent
47820,"Washington, NC",44659,44694,44462,44400,44481,Micropolitan Statistical Area
47820,"Beaufort County, NC",44659,44694,44462,44400,44481,County or equivalent
47920,"Washington Court House, OH",28948,28975,28934,28832,28817,Micropolitan Statistical Area
47920,"Fayette County, OH",28948,28975,28934,28832,28817,County or equivalent
47980,"Watertown, SD",28321,28351,28484,28736,28971,Micropolitan Statistical Area
47980,"Codington County, SD",28321,28351,28484,28736,28971,County or equivalent
48020,"Watertown-Fort Atkinson, WI",86161,86208,85782,85725,85743,Micropolitan Statistical Area
48020,"Jefferson County, WI",86161,86208,85782,85725,85743,County or equivalent
48180,"Waycross, GA",55962,55976,55520,55787,56668,Micropolitan Statistical Area
48180,"Pierce County, GA",19715,19747,19975,20190,20425,County or equivalent
48180,"Ware County, GA",36247,36229,35545,35597,36243,County or equivalent
48200,"Waynesville, NC",62088,62218,62522,62615,62969,Micropolitan Statistical Area
48200,"Haywood County, NC",62088,62218,62522,62615,62969,County or equivalent
48220,"Weatherford, OK",39444,39352,39074,38775,39002,Micropolitan Statistical Area
48220,"Custer County, OK",28523,28449,28175,28039,28266,County or equivalent
48220,"Washita County, OK",10921,10903,10899,10736,10736,County or equivalent
48460,"West Plains, MO",39749,39799,40016,40623,40735,Micropolitan Statistical Area
48460,"Howell County, MO",39749,39799,40016,40623,40735,County or equivalent
48580,"Whitewater-Elkhorn, WI",105231,105323,105296,105664,105822,Micropolitan Statistical Area
48580,"Walworth County, WI",105231,105323,105296,105664,105822,County or equivalent
48780,"Williston, ND",40945,41182,38499,37966,39113,Micropolitan Statistical Area
48780,"Williams County, ND",40945,41182,38499,37966,39113,County or equivalent
48820,"Willmar, MN",43726,43722,43809,43771,43813,Micropolitan Statistical Area
